area_name,gn_number,total,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_plus,district,gn_name_pop,name_norm,Name,gn_name_boundary,pop_name_count,bnd_name_count,match_status,final_boundary_name
Nikawewa,147B,821,72,64,71,52,52,65,62,63,63,45,60,60,32,26,14,10,7,2,1,0,Monaragala,Nikawewa,nikawewa,Nikawewa,Nikawewa,1,1,AUTO_MATCH_OK,
Bodagama,147D,1772,176,198,161,136,95,130,162,143,108,111,100,87,75,41,20,14,9,4,0,2,Monaragala,Bodagama,bodagama,Bodagama,Bodagama,1,1,AUTO_MATCH_OK,
Kivul Ara,147C,1372,127,110,112,132,116,120,109,98,93,101,77,69,45,30,16,7,6,4,0,0,Monaragala,Kivul Ara,kivul ara,Kivul Ara,Kivul Ara,1,1,AUTO_MATCH_OK,
Sittarama,147,3090,287,258,249,269,259,291,310,193,209,194,162,152,105,72,39,20,13,3,2,3,Monaragala,Sittarama,sittarama,Sittarama,Sittarama,1,1,AUTO_MATCH_OK,
Seenukkuwa,147A,1928,180,126,123,171,160,176,139,101,98,111,155,174,103,50,28,16,8,6,3,0,Monaragala,Seenukkuwa,seenukkuwa,Seenukkuwa,Seenukkuwa,1,1,AUTO_MATCH_OK,
Katupilagama,149A,6442,564,488,561,628,486,606,591,388,394,410,345,359,285,141,84,61,29,12,6,4,Monaragala,Katupilagama,katupilagama,Katupilagama,Katupilagama,1,1,AUTO_MATCH_OK,
Habaraluwewa,149E,2621,229,229,240,264,215,185,195,200,203,175,148,91,100,63,36,31,10,5,2,0,Monaragala,Habaraluwewa,habaraluwewa,Habaraluwewa,Habaraluwewa,1,1,AUTO_MATCH_OK,
Samagipura,149G,1788,187,150,154,142,121,151,157,138,130,94,84,62,79,92,26,12,6,3,0,0,Monaragala,Samagipura,samagipura,Samagipura,Samagipura,1,1,AUTO_MATCH_OK,
Weliara,149G/1,912,82,71,100,93,83,70,61,43,66,77,72,40,23,14,9,6,0,1,0,1,Monaragala,Weliara,weliara,Weliara,Weliara,1,1,AUTO_MATCH_OK,
Punchiwewa,149G/2,696,59,50,85,67,49,68,37,41,41,53,61,37,20,13,7,2,6,0,0,0,Monaragala,Punchiwewa,punchiwewa,Punchiwewa,Punchiwewa,1,1,AUTO_MATCH_OK,
Kiri Ibbanwewa,149E/2,3101,316,310,241,254,225,261,301,240,214,207,147,107,105,82,38,31,13,7,2,0,Monaragala,Kiri Ibbanwewa,kiri ibbanwewa,Kiri Ibbanwewa,Kiri Ibbanwewa,1,1,AUTO_MATCH_OK,
Sevanagala,149E/1,4795,440,362,360,390,360,474,525,302,266,242,292,334,236,114,39,30,13,10,4,2,Monaragala,Sevanagala,sevanagala,Sevanagala,Sevanagala,1,1,AUTO_MATCH_OK,
Muthuminigama,149/A/1,3322,367,323,213,214,248,340,410,210,139,95,150,256,173,89,47,31,8,4,4,1,Monaragala,Muthuminigama,muthuminigama,Muthuminigama,Muthuminigama,1,1,AUTO_MATCH_OK,
Bahirawa,149/B/1,1682,169,157,119,136,147,156,188,134,68,56,65,109,88,50,22,9,7,0,1,1,Monaragala,Bahirawa,bahirawa,Bahirawa,Bahirawa,1,1,AUTO_MATCH_OK,
Indikolapelessa,149/B/2,1495,178,133,78,101,118,178,173,105,54,46,73,93,73,43,21,13,8,5,1,1,Monaragala,Indikolapelessa,indikolapelessa,Indikolapelessa,Indikolapelessa,1,1,AUTO_MATCH_OK,
Habarugala,149F,5423,541,500,462,420,393,447,467,393,356,313,332,287,213,128,72,45,35,13,4,2,Monaragala,Habarugala,habarugala,Habarugala,Habarugala,1,1,AUTO_MATCH_OK,
Nugegalayaya,149F/1,3460,351,282,276,344,318,327,263,201,188,260,227,189,99,48,38,23,12,8,2,4,Monaragala,Nugegalayaya,nugegalayaya,Nugegalayaya,Nugegalayaya,1,1,AUTO_MATCH_OK,
Mahagama,149B,3119,311,299,260,278,213,229,262,263,239,200,132,111,98,98,56,40,20,9,0,1,Monaragala,Mahagama,mahagama,Mahagama,Mahagama,1,1,AUTO_MATCH_OK,
Habarattawela,149/B/3,3044,324,250,246,267,278,280,293,217,172,169,155,153,106,71,21,22,10,7,3,0,Monaragala,Habarattawela,habarattawela,Habarattawela,Habarattawela,1,1,AUTO_MATCH_OK,
