area_name,gn_number,total,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_plus,district,gn_name_pop,name_norm,Name,gn_name_boundary,pop_name_count,bnd_name_count,match_status,final_boundary_name
Moragolla,29,537,42,50,40,34,38,40,39,33,48,33,29,29,26,17,18,11,3,5,2,0,Badulla,Moragolla,moragolla,Moragolla,Moragolla,1,1,AUTO_MATCH_OK,
Dikpitiya,34A,916,74,77,88,73,58,53,59,54,48,77,72,62,40,28,25,15,9,2,1,1,Badulla,Dikpitiya,dikpitiya,Dikpitiya,Dikpitiya,1,1,AUTO_MATCH_OK,
Ledgerwatta,27C,924,93,109,93,59,48,87,77,57,55,50,58,44,43,25,14,10,2,0,0,0,Badulla,Ledgerwatta,ledgerwatta,Ledgerwatta,Ledgerwatta,1,1,AUTO_MATCH_OK,
Idamegama,27B,1493,134,153,136,97,67,95,126,86,102,94,107,91,66,62,42,21,10,1,2,1,Badulla,Idamegama,idamegama,,,4,,UNMATCHED,idamegama
Soranathota,28,914,84,80,72,73,60,70,59,45,55,60,72,63,42,16,25,25,3,7,2,1,Badulla,Soranathota,soranathota,Soranathota,Soranathota,1,1,AUTO_MATCH_OK,
Yatilellagama,26A,775,56,75,63,87,58,47,46,51,65,56,56,41,23,13,14,13,8,3,0,0,Badulla,Yatilellagama,yatilellagama,Yatilellagama,Yatilellagama,1,1,AUTO_MATCH_OK,
Ambagasdowa,25C,790,62,82,72,66,63,54,57,60,44,67,52,39,28,18,14,7,3,1,1,0,Badulla,Ambagasdowa,ambagasdowa,,,2,,UNMATCHED,ambagasdowa
Ketakellagama,25B,1129,108,110,91,87,81,93,70,68,81,79,77,61,49,34,14,13,7,2,0,4,Badulla,Ketakellagama,ketakellagama,Ketakellagama,Ketakellagama,1,1,AUTO_MATCH_OK,
Kuttiyagolla,25A,1019,92,93,104,82,73,81,54,74,74,54,63,44,53,23,26,10,11,6,1,1,Badulla,Kuttiyagolla,kuttiyagolla,Kuttiyagolla,Kuttiyagolla,1,1,AUTO_MATCH_OK,
Angoda,25,515,42,42,49,53,40,38,24,27,43,48,30,20,15,19,14,4,4,1,0,2,Badulla,Angoda,angoda,Angoda,Angoda,1,1,AUTO_MATCH_OK,
Kosgolla,25D,806,71,70,61,70,57,54,59,62,48,49,46,43,45,32,20,7,10,0,2,0,Badulla,Kosgolla,kosgolla,Kosgolla,Kosgolla,1,1,AUTO_MATCH_OK,
Rideepana,26C,1830,130,158,153,150,127,129,124,145,141,136,123,105,72,48,38,28,17,4,1,1,Badulla,Rideepana,rideepana,Rideepana,Rideepana,1,1,AUTO_MATCH_OK,
Kohovila,26,1343,115,145,131,98,84,93,90,96,81,91,100,53,55,38,38,18,8,4,2,3,Badulla,Kohovila,kohovila,Kohovila,Kohovila,1,1,AUTO_MATCH_OK,
Kithulwattagama,26B,636,56,43,60,53,40,41,40,42,47,56,36,40,27,14,22,8,5,4,1,1,Badulla,Kithulwattagama,kithulwattagama,Kithulwattagama,Kithulwattagama,1,1,AUTO_MATCH_OK,
Kirioruwa,27,1700,170,156,165,134,96,104,113,91,128,93,131,90,78,63,47,26,10,4,1,0,Badulla,Kirioruwa,kirioruwa,,,2,,UNMATCHED,kirioruwa
Kandegedara Town,27A,1563,130,134,163,115,90,89,102,95,116,104,99,92,84,57,42,27,13,5,5,1,Badulla,Kandegedara Town,kandegedara town,Kandegedara Town,Kandegedara Town,1,1,AUTO_MATCH_OK,
Demodara,20,659,63,49,60,41,37,48,53,46,49,36,50,48,21,22,13,10,3,6,0,4,Badulla,Demodara,demodara,,,2,,UNMATCHED,demodara
Palawatta,20B,720,74,55,63,54,46,36,54,50,57,64,47,36,26,21,16,10,2,4,3,2,Badulla,Palawatta,palawatta,Palawatta,Palawatta,1,1,AUTO_MATCH_OK,
Kahataruppa,19A,950,100,83,68,79,55,62,81,57,61,67,66,62,41,27,16,18,5,2,0,0,Badulla,Kahataruppa,kahataruppa,Kahataruppa,Kahataruppa,1,1,AUTO_MATCH_OK,
Dambakote,20A,1118,99,94,86,88,68,70,89,77,76,77,83,76,52,39,20,13,6,5,0,0,Badulla,Dambakote,dambakote,Dambakote,Dambakote,1,1,AUTO_MATCH_OK,
Madugasthalawa North,19,610,52,47,44,38,40,36,48,42,49,42,52,44,26,22,9,11,5,2,1,0,Badulla,Madugasthalawa North,madugasthalawa north,Madugasthalawa North,Madugasthalawa North,1,1,AUTO_MATCH_OK,
Thalagahagedara,19B,858,84,86,70,54,47,57,79,65,56,50,49,50,50,19,17,12,5,2,2,4,Badulla,Thalagahagedara,thalagahagedara,Thalagahagedara,Thalagahagedara,1,1,AUTO_MATCH_OK,
Welgolla,89D,942,93,81,62,52,57,59,60,89,64,72,48,52,66,29,27,13,11,5,0,2,Badulla,Welgolla,welgolla,Welgolla,Welgolla,1,1,AUTO_MATCH_OK,
Madugasthalawa South,19C,928,90,82,81,56,69,61,68,47,64,71,61,63,55,26,16,14,4,0,0,0,Badulla,Madugasthalawa South,madugasthalawa south,Madugasthalawa South,Madugasthalawa South,1,1,AUTO_MATCH_OK,
Gerandiella,89F,1607,140,178,186,96,97,85,114,100,111,108,101,74,77,65,32,27,11,2,2,1,Badulla,Gerandiella,gerandiella,Gerandiella,Gerandiella,1,1,AUTO_MATCH_OK,
Maligathenna,89E,823,63,80,79,59,39,61,56,50,63,65,68,37,27,25,27,14,5,4,1,0,Badulla,Maligathenna,maligathenna,,,3,,UNMATCHED,maligathenna
Medawelagama,89,2101,200,193,187,149,112,136,143,114,135,141,153,122,105,92,52,43,15,5,4,0,Badulla,Medawelagama,medawelagama,Medawelagama,Medawelagama,1,1,AUTO_MATCH_OK,
Paramahankada,89I,920,120,85,77,49,50,66,65,65,54,52,64,62,50,32,14,8,6,0,1,0,Badulla,Paramahankada,paramahankada,Paramahankada,Paramahankada,1,1,AUTO_MATCH_OK,
Nikebedda,89H,1878,232,215,152,116,106,163,178,97,90,90,136,107,70,38,36,28,6,5,1,12,Badulla,Nikebedda,nikebedda,Nikebedda,Nikebedda,1,1,AUTO_MATCH_OK,
Udagama,89A,1098,77,77,76,87,91,80,65,65,72,74,80,76,50,47,25,30,16,6,1,3,Badulla,Udagama,udagama,,,2,,UNMATCHED,udagama
Pelgahathenna,89G,2571,217,228,221,218,154,164,170,161,176,201,171,137,116,102,69,34,24,5,3,0,Badulla,Pelgahathenna,pelgahathenna,Pelgahathenna,Pelgahathenna,1,1,AUTO_MATCH_OK,
Sapuroda,89B,1058,92,105,81,72,68,77,61,73,78,70,80,62,42,40,22,20,10,4,1,0,Badulla,Sapuroda,sapuroda,Sapuroda,Sapuroda,1,1,AUTO_MATCH_OK,
Palagolla,88H,1034,117,97,82,85,70,70,79,56,64,66,77,61,40,30,23,7,4,6,0,0,Badulla,Palagolla,palagolla,Palagolla,Palagolla,1,1,AUTO_MATCH_OK,
Gonagala West,88C,807,68,62,76,80,46,39,59,49,57,49,54,50,43,28,20,10,11,5,1,0,Badulla,Gonagala West,gonagala west,Gonagala West,Gonagala West,1,1,AUTO_MATCH_OK,
Gonagala East,88I,1329,111,129,129,118,78,76,84,74,99,98,100,70,57,47,28,13,13,3,1,1,Badulla,Gonagala East,gonagala east,Gonagala East,Gonagala East,1,1,AUTO_MATCH_OK,
Kanahela,88A,1188,126,127,124,68,56,81,94,79,87,72,60,55,57,49,32,15,5,1,0,0,Badulla,Kanahela,kanahela,Kanahela,Kanahela,1,1,AUTO_MATCH_OK,
Pallegama,88G,1133,104,92,103,85,85,72,71,63,75,69,77,74,61,50,21,17,10,3,1,0,Badulla,Pallegama,pallegama,,,2,,UNMATCHED,pallegama
Passara Town North,88B,1387,105,103,139,131,125,95,106,76,85,101,74,81,65,37,33,18,8,3,1,1,Badulla,Passara Town North,passara town north,Passara Town North,Passara Town North,1,1,AUTO_MATCH_OK,
Passara Town South,88K,854,81,79,66,80,70,64,66,55,62,55,49,36,30,21,16,14,6,2,0,2,Badulla,Passara Town South,passara town south,Passara Town South,Passara Town South,1,1,AUTO_MATCH_OK,
Passara Town East,88L,1188,120,121,102,90,91,99,91,77,66,73,62,64,53,34,25,8,7,4,1,0,Badulla,Passara Town East,passara town east,Passara Town East,Passara Town East,1,1,AUTO_MATCH_OK,
Ambathenna West,88M,1812,184,189,191,162,139,141,132,110,105,115,116,81,65,38,22,10,8,1,2,1,Badulla,Ambathenna West,ambathenna west,Ambathenna West,Ambathenna West,1,1,AUTO_MATCH_OK,
Thennuge,88D,1162,110,97,109,92,76,99,72,63,59,70,76,55,58,57,28,24,10,5,2,0,Badulla,Thennuge,thennuge,Thennuge,Thennuge,1,1,AUTO_MATCH_OK,
Meedumpitiya,90B,2080,237,208,180,148,122,158,157,111,109,142,128,125,101,66,55,24,9,0,0,0,Badulla,Meedumpitiya,meedumpitiya,Meedumpitiya,Meedumpitiya,1,1,AUTO_MATCH_OK,
Kudugala Pathana,90D,1009,105,118,114,53,45,63,68,48,60,71,72,54,57,32,25,14,5,0,1,4,Badulla,Kudugala Pathana,kudugala pathana,Kudugala Pathana,Kudugala Pathana,1,1,AUTO_MATCH_OK,
Tholabowatta,90,1416,140,125,116,120,90,85,114,101,90,86,86,72,65,58,29,23,9,3,2,2,Badulla,Tholabowatta,tholabowatta,Tholabowatta,Tholabowatta,1,1,AUTO_MATCH_OK,
Ambathenna,88F,560,49,59,45,47,37,33,35,33,42,42,34,24,29,13,15,12,10,1,0,0,Badulla,Ambathenna,ambathenna,Ambathenna,Ambathenna,1,1,AUTO_MATCH_OK,
Meeriyabedda,88,1770,191,174,171,127,105,122,149,112,115,95,93,101,85,65,33,19,8,3,1,1,Badulla,Meeriyabedda,meeriyabedda,Meeriyabedda,Meeriyabedda,1,1,AUTO_MATCH_OK,
Puhulwatta,88J,1705,185,152,161,106,96,130,134,100,99,110,100,97,81,66,45,16,14,7,2,4,Badulla,Puhulwatta,puhulwatta,Puhulwatta,Puhulwatta,1,1,AUTO_MATCH_OK,
Maussagolla West,87A,1318,107,101,99,107,83,91,67,82,80,97,109,83,66,50,30,38,13,11,2,2,Badulla,Maussagolla West,maussagolla west,Maussagolla West,Maussagolla West,1,1,AUTO_MATCH_OK,
Kanawerella West,87C,780,85,77,68,60,40,46,42,45,62,43,60,44,49,24,16,10,4,3,1,1,Badulla,Kanawerella West,kanawerella west,Kanawerella West,Kanawerella West,1,1,AUTO_MATCH_OK,
Kanawerella,87,1908,147,180,174,175,108,118,127,124,142,125,122,119,88,66,46,35,5,6,1,0,Badulla,Kanawerella,kanawerella,Kanawerella,Kanawerella,1,1,AUTO_MATCH_OK,
Kanawerella East,87D,1954,193,217,193,139,133,126,129,97,113,127,153,107,84,61,31,34,11,4,1,1,Badulla,Kanawerella East,kanawerella east,Kanawerella East,Kanawerella East,1,1,AUTO_MATCH_OK,
Bibilegama West,87B,1090,98,106,110,92,66,70,61,56,67,92,79,63,36,28,32,29,2,1,2,0,Badulla,Bibilegama West,bibilegama west,Bibilegama West,Bibilegama West,1,1,AUTO_MATCH_OK,
Wewekele,87G,380,47,42,43,26,20,30,27,13,27,25,18,22,19,11,4,2,2,1,1,0,Badulla,Wewekele,wewekele,Wewekele,Wewekele,1,1,AUTO_MATCH_OK,
Bibilegama East,87E,385,26,33,35,28,16,26,20,34,36,21,23,22,18,17,16,10,2,1,0,1,Badulla,Bibilegama East,bibilegama east,Bibilegama East,Bibilegama East,1,1,AUTO_MATCH_OK,
Maussagolla East,87F,1144,114,102,100,88,93,70,80,61,64,80,92,67,46,32,19,16,14,3,2,1,Badulla,Maussagolla East,maussagolla east,Maussagolla East,Maussagolla East,1,1,AUTO_MATCH_OK,
Dambewela,88E,573,44,54,45,42,36,49,35,34,36,47,43,39,29,17,11,9,1,1,1,0,Badulla,Dambewela,dambewela,Dambewela,Dambewela,1,1,AUTO_MATCH_OK,
Ekiriya,17,913,79,67,71,87,69,55,60,52,71,62,76,49,43,30,20,15,1,5,1,0,Badulla,Ekiriya,ekiriya,Ekiriya,Ekiriya,1,1,AUTO_MATCH_OK,
Metigahathenna,18,928,69,65,65,79,57,54,58,47,69,69,69,48,56,38,37,24,13,8,1,2,Badulla,Metigahathenna,metigahathenna,Metigahathenna,Metigahathenna,1,1,AUTO_MATCH_OK,
Galwelagama,18C,330,25,21,31,19,23,23,21,28,26,24,19,17,17,16,9,6,1,0,3,1,Badulla,Galwelagama,galwelagama,Galwelagama,Galwelagama,1,1,AUTO_MATCH_OK,
Wewabedda,18A,1652,191,190,163,85,61,97,120,103,100,118,105,89,73,65,42,38,10,2,0,0,Badulla,Wewabedda,wewabedda,Wewabedda,Wewabedda,1,1,AUTO_MATCH_OK,
Janathapura North,95A,476,46,33,31,40,23,26,31,39,40,25,34,34,29,16,14,10,0,4,1,0,Badulla,Janathapura North,janathapura north,Janathapura North,Janathapura North,1,1,AUTO_MATCH_OK,
Arawakumbura,94C,1529,144,144,137,110,84,106,95,86,106,108,98,98,72,66,39,20,12,2,2,0,Badulla,Arawakumbura,arawakumbura,Arawakumbura,Arawakumbura,1,1,AUTO_MATCH_OK,
Udakiruwa,92A,385,32,38,28,27,30,25,17,21,31,36,31,25,12,9,13,4,2,1,2,1,Badulla,Udakiruwa,udakiruwa,Udakiruwa,Udakiruwa,1,1,AUTO_MATCH_OK,
Alakolagala,94E,970,101,73,77,76,65,77,63,52,65,76,63,49,36,39,23,23,6,4,1,1,Badulla,Alakolagala,alakolagala,,,2,,UNMATCHED,alakolagala
Udapanguwa,94,1576,172,178,139,128,86,97,99,88,107,105,97,89,76,50,29,20,11,4,1,0,Badulla,Udapanguwa,udapanguwa,Udapanguwa,Udapanguwa,1,1,AUTO_MATCH_OK,
Lunugala Town,94A,1432,127,135,128,138,99,101,100,86,101,97,91,76,50,35,18,17,18,8,1,6,Badulla,Lunugala Town,lunugala town,Lunugala Town,Lunugala Town,1,1,AUTO_MATCH_OK,
Janathapura South,95B,415,33,38,33,25,24,33,32,27,26,26,26,34,16,22,11,6,1,1,1,0,Badulla,Janathapura South,janathapura south,Janathapura South,Janathapura South,1,1,AUTO_MATCH_OK,
Janathapura,95,1135,101,94,102,98,49,72,75,76,87,75,86,69,60,37,25,17,7,2,1,2,Badulla,Janathapura,janathapura,Janathapura,Janathapura,1,1,AUTO_MATCH_OK,
Batawatta,18D,1372,121,118,149,117,112,99,87,66,97,109,95,58,48,44,30,16,6,0,0,0,Badulla,Batawatta,batawatta,Batawatta,Batawatta,1,1,AUTO_MATCH_OK,
Gallulla,18B,1316,147,141,159,84,74,72,92,70,75,101,75,68,57,43,34,16,3,3,1,1,Badulla,Gallulla,gallulla,Gallulla,Gallulla,1,1,AUTO_MATCH_OK,
Madulsima,89C,3068,335,334,287,199,187,246,222,175,191,210,199,146,136,99,53,28,13,4,1,3,Badulla,Madulsima,madulsima,Madulsima,Madulsima,1,1,AUTO_MATCH_OK,
Sumudugama,94G,1321,158,138,99,91,83,96,91,61,70,92,88,80,63,45,31,22,6,3,2,2,Badulla,Sumudugama,sumudugama,Sumudugama,Sumudugama,1,1,AUTO_MATCH_OK,
Attanagolla,94F,999,65,92,79,84,76,59,59,61,77,69,83,64,36,40,23,19,8,4,1,0,Badulla,Attanagolla,attanagolla,Attanagolla,Attanagolla,1,1,AUTO_MATCH_OK,
Sooriyagoda,94D,712,76,60,52,47,65,68,41,37,47,42,64,40,33,15,13,7,3,2,0,0,Badulla,Sooriyagoda,sooriyagoda,Sooriyagoda,Sooriyagoda,1,1,AUTO_MATCH_OK,
Weragoda,92B,233,15,16,18,18,15,14,17,16,20,21,17,11,10,10,9,2,1,1,1,1,Badulla,Weragoda,weragoda,Weragoda,Weragoda,1,1,AUTO_MATCH_OK,
Pallekiruwa,92,669,53,52,51,61,50,51,46,53,52,54,43,29,26,17,12,9,4,4,1,1,Badulla,Pallekiruwa,pallekiruwa,Pallekiruwa,Pallekiruwa,1,1,AUTO_MATCH_OK,
Kottalbedda,93,1742,158,186,168,121,95,97,118,96,127,106,154,96,70,69,46,23,7,2,1,2,Badulla,Kottalbedda,kottalbedda,Kottalbedda,Kottalbedda,1,1,AUTO_MATCH_OK,
Mahadowa,89J,1967,220,259,219,136,97,133,123,112,122,129,116,87,99,53,37,16,7,0,1,1,Badulla,Mahadowa,mahadowa,Mahadowa,Mahadowa,1,1,AUTO_MATCH_OK,
Yapamma,94B,968,89,90,75,85,56,55,71,51,49,73,62,60,53,34,31,22,11,0,0,1,Badulla,Yapamma,yapamma,Yapamma,Yapamma,1,1,AUTO_MATCH_OK,
Peessagama,94I,728,81,76,68,57,49,40,45,38,35,54,62,52,23,26,7,12,3,0,0,0,Badulla,Peessagama,peessagama,Peessagama,Peessagama,1,1,AUTO_MATCH_OK,
Rendapola,94J,813,79,99,80,59,44,46,54,42,46,54,56,42,32,30,24,10,9,4,0,3,Badulla,Rendapola,rendapola,Rendapola,Rendapola,1,1,AUTO_MATCH_OK,
Hopton,94H,1076,112,106,106,80,76,60,84,62,63,63,68,53,50,27,26,27,4,6,1,2,Badulla,Hopton,hopton,Hopton,Hopton,1,1,AUTO_MATCH_OK,
Maduwatta,90C,2057,243,205,216,158,107,119,131,99,122,145,125,103,77,84,66,35,13,7,2,0,Badulla,Maduwatta,maduwatta,Maduwatta,Maduwatta,1,1,AUTO_MATCH_OK,
Millabedda,90A,599,49,43,51,37,44,34,54,26,26,42,59,55,26,19,14,13,3,3,1,0,Badulla,Millabedda,millabedda,Millabedda,Millabedda,1,1,AUTO_MATCH_OK,
Pitawelagama,78L,2824,210,219,264,302,177,179,192,190,182,214,182,149,119,87,66,55,20,12,4,1,Badulla,Pitawelagama,pitawelagama,Pitawelagama,Pitawelagama,1,1,AUTO_MATCH_OK,
Badulla North,78A,4062,355,386,349,322,264,290,315,288,250,266,243,221,206,111,93,57,23,11,3,9,Badulla,Badulla North,badulla north,Badulla North,Badulla North,1,1,AUTO_MATCH_OK,
Medapathana,78M,2297,193,236,200,182,157,132,133,150,183,183,154,117,82,71,67,31,20,4,1,1,Badulla,Medapathana,medapathana,Medapathana,Medapathana,1,1,AUTO_MATCH_OK,
Kailagoda,78G,2440,200,206,189,244,159,133,134,174,184,145,155,123,134,113,50,58,26,9,3,1,Badulla,Kailagoda,kailagoda,Kailagoda,Kailagoda,1,1,AUTO_MATCH_OK,
Andeniya,79A,2168,200,198,198,209,124,136,164,131,160,152,143,99,95,63,53,15,20,5,1,2,Badulla,Andeniya,andeniya,Andeniya,Andeniya,1,1,AUTO_MATCH_OK,
Sirimalgoda,80A,2968,263,268,257,246,208,241,242,175,184,211,166,161,122,98,59,38,16,4,2,7,Badulla,Sirimalgoda,sirimalgoda,Sirimalgoda,Sirimalgoda,1,1,AUTO_MATCH_OK,
Damanwara,80F,1630,122,138,162,147,118,113,92,106,105,117,122,85,58,53,35,37,17,2,1,0,Badulla,Damanwara,damanwara,Damanwara,Damanwara,1,1,AUTO_MATCH_OK,
Hinnarangolla,81A,1674,147,149,139,119,103,104,131,109,114,120,127,108,67,57,31,27,11,7,4,0,Badulla,Hinnarangolla,hinnarangolla,,,3,,UNMATCHED,hinnarangolla
Kendagolla,81,2013,132,176,201,159,152,110,123,118,168,151,124,112,78,89,52,34,18,11,5,0,Badulla,Kendagolla,kendagolla,,,2,,UNMATCHED,kendagolla
Thelbedda,81B,3670,380,370,367,280,247,280,303,221,205,221,226,185,167,109,51,28,15,6,3,6,Badulla,Thelbedda,thelbedda,,,1,,UNMATCHED,thelbedda
Ilukthenna,80B,1369,93,120,132,122,89,106,82,74,106,95,99,72,53,48,21,32,17,6,1,1,Badulla,Ilukthenna,ilukthenna,Ilukthenna,Ilukthenna,1,1,AUTO_MATCH_OK,
Hegoda,79,2235,156,182,185,214,175,167,129,132,142,143,162,140,101,53,49,50,32,16,2,5,Badulla,Hegoda,hegoda,Hegoda,Hegoda,1,1,AUTO_MATCH_OK,
Badulupitiya,78J,5153,433,494,525,519,376,302,336,339,327,307,328,285,214,142,98,60,40,20,5,3,Badulla,Badulupitiya,badulupitiya,Badulupitiya,Badulupitiya,1,1,AUTO_MATCH_OK,
Badulla Central,78D,3347,236,252,273,269,305,296,233,230,225,191,192,192,181,119,70,44,26,9,4,0,Badulla,Badulla Central,badulla central,Badulla Central,Badulla Central,1,1,AUTO_MATCH_OK,
Badulla West,78C,2753,205,217,213,243,184,180,231,188,197,177,184,135,145,98,73,36,29,8,7,3,Badulla,Badulla West,badulla west,Badulla West,Badulla West,1,1,AUTO_MATCH_OK,
Katupelella,78H,2437,181,205,205,222,155,165,174,141,164,189,171,144,104,78,66,40,18,12,1,2,Badulla,Katupelella,katupelella,Katupelella,Katupelella,1,1,AUTO_MATCH_OK,
Badulla South,78,3557,307,321,292,308,212,224,248,257,226,226,247,221,160,140,75,54,21,15,3,0,Badulla,Badulla South,badulla south,Badulla South,Badulla South,1,1,AUTO_MATCH_OK,
Badulla East,78B,4159,277,321,286,328,315,307,297,334,304,294,273,253,194,151,99,65,31,16,9,5,Badulla,Badulla East,badulla east,Badulla East,Badulla East,1,1,AUTO_MATCH_OK,
Hindagoda,78K,3079,206,251,275,230,268,216,171,211,218,207,219,168,147,104,87,48,38,6,4,5,Badulla,Hindagoda,hindagoda,Hindagoda,Hindagoda,1,1,AUTO_MATCH_OK,
Rambukpotha,80,2889,168,186,170,188,757,233,148,141,162,175,137,115,106,96,49,28,18,8,0,4,Badulla,Rambukpotha,rambukpotha,Rambukpotha,Rambukpotha,1,1,AUTO_MATCH_OK,
Malangamuwa,80G,1298,131,100,97,109,107,117,98,66,83,94,90,86,30,33,27,16,8,4,2,0,Badulla,Malangamuwa,malangamuwa,Malangamuwa,Malangamuwa,1,1,AUTO_MATCH_OK,
Viyadiguna,80E,1819,159,174,185,133,112,112,118,103,133,130,109,97,92,77,40,29,13,2,1,0,Badulla,Viyadiguna,viyadiguna,Viyadiguna,Viyadiguna,1,1,AUTO_MATCH_OK,
Vineethagama,80C,991,82,105,102,87,58,60,64,73,60,65,59,63,43,21,25,14,6,3,0,1,Badulla,Vineethagama,vineethagama,Vineethagama,Vineethagama,1,1,AUTO_MATCH_OK,
Wewessa,80J,2143,238,236,253,163,149,152,156,121,127,114,121,96,72,62,34,27,17,3,2,0,Badulla,Wewessa,wewessa,Wewessa,Wewessa,1,1,AUTO_MATCH_OK,
Welibissa,80I,922,104,91,98,72,53,65,79,36,50,58,57,49,28,34,24,17,4,3,0,0,Badulla,Welibissa,welibissa,,,2,,UNMATCHED,welibissa
Glen Alpin,80H,2823,241,269,227,164,632,207,186,145,124,141,127,123,98,71,36,19,9,3,1,0,Badulla,Glen Alpin,glen alpin,,,1,,UNMATCHED,glen alpin
Udawela,80D,2193,163,199,223,175,193,140,155,139,154,145,125,96,104,77,56,28,18,2,1,0,Badulla,Udawela,udawela,Udawela,Udawela,1,2,AMBIGUOUS_DUPLICATE_NAME,udawela
Hingurugamuwa,78E,4139,335,371,360,316,258,279,317,294,289,276,288,244,198,114,95,56,33,11,4,1,Badulla,Hingurugamuwa,hingurugamuwa,,,2,,UNMATCHED,hingurugamuwa
Kanupelella,78F,1990,139,179,161,165,103,123,125,139,157,161,127,97,96,70,63,46,24,8,6,1,Badulla,Kanupelella,kanupelella,Kanupelella,Kanupelella,1,1,AUTO_MATCH_OK,
Kokatiyamaluwa,77A,1165,100,125,91,85,92,82,82,82,69,84,75,53,49,39,31,19,3,3,1,0,Badulla,Kokatiyamaluwa,kokatiyamaluwa,Kokatiyamaluwa,Kokatiyamaluwa,1,1,AUTO_MATCH_OK,
Wegama,77,1299,118,124,97,84,80,88,99,92,93,95,85,81,47,39,33,19,11,10,1,3,Badulla,Wegama,wegama,Wegama,Wegama,1,1,AUTO_MATCH_OK,
Jangulla,77B,1613,144,144,118,112,116,122,109,98,118,114,112,84,89,52,38,22,11,6,3,1,Badulla,Jangulla,jangulla,Jangulla,Jangulla,1,1,AUTO_MATCH_OK,
Landewela,76A,473,40,53,43,28,29,23,36,23,38,47,27,26,14,13,18,9,2,1,1,2,Badulla,Landewela,landewela,Landewela,Landewela,1,1,AUTO_MATCH_OK,
Bogoda,76,761,63,87,70,57,38,38,57,65,51,49,46,41,37,23,16,15,5,3,0,0,Badulla,Bogoda,bogoda,Bogoda,Bogoda,1,1,AUTO_MATCH_OK,
Panakanniya,75E,905,60,68,81,75,68,63,59,49,70,69,75,45,45,26,20,16,9,3,1,3,Badulla,Panakanniya,panakanniya,Panakanniya,Panakanniya,1,1,AUTO_MATCH_OK,
Ketawala,75C,1374,100,130,115,104,69,80,101,98,105,103,94,88,64,54,25,27,9,5,1,2,Badulla,Ketawala,ketawala,Ketawala,Ketawala,1,1,AUTO_MATCH_OK,
Udakohovila,74F,1744,159,179,130,151,117,124,121,120,101,110,122,92,83,63,28,28,11,5,0,0,Badulla,Udakohovila,udakohovila,Udakohovila,Udakohovila,1,1,AUTO_MATCH_OK,
Hethekma,75,1380,99,130,123,111,86,89,83,93,94,99,102,81,60,51,29,26,15,5,2,2,Badulla,Hethekma,hethekma,Hethekma,Hethekma,1,1,AUTO_MATCH_OK,
Deegalla,75A,1019,84,91,93,88,76,54,59,65,74,72,69,45,53,39,21,21,9,5,1,0,Badulla,Deegalla,deegalla,Deegalla,Deegalla,1,1,AUTO_MATCH_OK,
Pattipola,75B,1566,143,139,123,122,99,121,129,92,100,93,117,95,77,48,31,19,10,6,1,1,Badulla,Pattipola,pattipola,Pattipola,Pattipola,1,1,AUTO_MATCH_OK,
Anthuduwawela,74D,2110,215,212,165,169,149,156,168,136,138,126,114,105,93,68,45,25,20,4,2,0,Badulla,Anthuduwawela,anthuduwawela,Anthuduwawela,Anthuduwawela,1,1,AUTO_MATCH_OK,
Bogahamaditta,74B,2736,219,244,220,216,179,204,203,183,198,193,173,162,132,91,55,35,17,7,2,3,Badulla,Bogahamaditta,bogahamaditta,Bogahamaditta,Bogahamaditta,1,1,AUTO_MATCH_OK,
Mahawattagama,82C,3050,285,312,267,263,195,222,242,187,209,182,200,138,151,83,55,39,13,6,1,0,Badulla,Mahawattagama,mahawattagama,Mahawattagama,Mahawattagama,1,1,AUTO_MATCH_OK,
Dematawelhinna,82B,1684,145,158,132,142,98,99,122,110,114,146,103,95,77,52,42,29,16,2,2,0,Badulla,Dematawelhinna,dematawelhinna,Dematawelhinna,Dematawelhinna,1,1,AUTO_MATCH_OK,
Welikemulla,82A,1049,96,91,78,93,83,79,68,69,71,76,70,56,39,27,26,12,13,2,0,0,Badulla,Welikemulla,welikemulla,Welikemulla,Welikemulla,1,1,AUTO_MATCH_OK,
Unagolla,84A,1005,100,100,89,83,62,62,57,70,79,68,74,42,37,31,15,18,13,3,1,1,Badulla,Unagolla,unagolla,Unagolla,Unagolla,1,1,AUTO_MATCH_OK,
Medapitigama,74E,1888,160,172,180,150,98,134,133,108,120,138,130,111,75,67,60,40,6,3,1,2,Badulla,Medapitigama,medapitigama,Medapitigama,Medapitigama,1,1,AUTO_MATCH_OK,
Dickwella,74,3469,248,319,327,306,216,254,214,260,239,254,243,196,135,113,64,46,19,10,4,2,Badulla,Dickwella,dickwella,Dickwella,Dickwella,1,1,AUTO_MATCH_OK,
Hali-Ela,74A,1166,76,101,213,95,92,84,87,66,82,72,56,45,36,28,16,10,6,0,1,0,Badulla,Hali-Ela,hali ela,Hali-Ela,Hali-Ela,1,1,AUTO_MATCH_OK,
Samagipura,74C,1886,180,215,149,135,128,168,158,111,104,129,125,88,65,58,35,27,5,1,2,3,Badulla,Samagipura,samagipura,Samagipura,Samagipura,1,1,AUTO_MATCH_OK,
Udagama,75D,782,72,89,85,55,46,52,53,46,44,64,62,38,20,26,15,7,5,2,0,1,Badulla,Udagama,udagama,,,2,,UNMATCHED,udagama
