GN_code,Name,dist_to_nearest_hospital_km,nearest_hospital_id,dist_to_nearest_school_km,nearest_school_id
151,Pahamunuthota,2.7565182797483576,1819855346,2.5478976607108232,1819855798
152,Sapugolla,2.5134670244955015,9774873911,1.8077279443396006,10677516870
153,Mudanawa,2.596689483020184,2524559835,3.1030124139370825,10677516870
154,Pannalawela,0.39159561093480744,10618470666,0.45328505633207716,10618470687
155,Udagama1,3.069028057260027,1819855346,2.704168192794152,1819855798
156,Thawalampola,3.0562313185485426,2524559835,4.251801566076045,10677516870
157,Malapolagama,4.588100888045979,2524559835,4.48089534049719,11254370023
158,Bogahamaditta,2.141042861944345,13084509423,2.705192533799969,5398371669
159,Hangiliella,2.8373917404976163,9785764862,1.7478388403299703,9790608104
160,Kotawera Udagama,1.3571629660631739,9785764862,0.5528416488823064,9790608104
161,Ketagoda,2.1377375638619696,2524559835,2.438982376951121,4799050971
162,Ulugala,2.30491349077417,9785764862,1.4976495307023,9790608104
163,Springvalley,6.732620730417138,1945644723,1.039955782584221,2078581451
164,Downside,1.5051543371095757,2915434805,1.67643748237602,9790608104
165,Nawela,2.8610174628707243,9772452559,1.591312818244786,2921376820
166,Koskanuwegama,3.3505159152098583,2905118777,2.992120632223828,9790608104
167,Pannalagama,1.3102814479902487,2524559784,2.512889292617347,4799050971
168,Ambagasdowa1,0.5939433016446475,6365304598,2.8321613880870333,4799050971
169,Bulathwatta,5.174148026065354,1945644723,2.595630452021489,2078581451
170,Hangunnawa,2.234075769810435,2524559835,3.7039736962655976,11254370023
171,Ranhawadigama,1.5550056246106956,2524559835,3.85823620546057,10677516870
172,Kolongasthenna,5.351146516744863,9608017983,9.535102024900159,12843190591
173,Kohilegama,6.3502594020935215,10618470666,6.291846911956231,10618470687
174,Gampaha1,3.7154453785251964,9608017983,7.668823734265165,12843190591
175,Galkanda,1.2508350109156312,1993203376,1.187302955297863,5378347102
176,Kirinda2,4.640154125224449,11966368769,2.3002736055428996,6815543140
177,Viharagala,2.98055055746379,13569933830,0.9591813901347518,7994210817
178,Ritikumbura,7.522125102260777,10618470666,7.464967375689954,10618470687
179,Maspanna,6.666652272791838,10618470666,6.6175100471067765,10618470687
180,Ilukwela,4.639145390010276,10618470666,4.5813588507109335,10618470687
181,Wewegama,4.149686230850374,10618470666,4.103608524240664,10618470687
182,Wegama,5.689245752879094,13084509423,4.005063430016049,5398371669
183,Morethota,3.2255702334199126,1819855346,0.5727199673931128,6815543140
184,Pattipola,4.437300043810046,1819855346,4.035462385844105,6815543140
185,Hapuwalakumbura,4.956744677743697,12587438202,3.42177558970176,5573272529
186,Samagipura,3.9181517547537537,1819855346,2.375672860394909,6815543140
187,Kotakithula,2.7842862757264637,9772452559,0.6937023960031998,2921376820
188,Kithalella,1.5053948861615163,12587438202,0.5343573032582755,4999523726
189,Mavithikumbura,1.8249717668711904,9772452559,0.7987522158306906,6634800273
190,Bindunuwewa,4.762308105082954,11966368769,1.501412954125373,3596023117
191,Mathetilla,5.575579411478048,9772452559,2.2098074750058347,2921376820
192,Udukumbalwela,1.5320260590642705,11966368769,2.027105839686446,4999523726
193,Newberg,1.904102626263411,11425573259,0.9667906552376799,13457718001
194,Udupeella,3.9354054823943025,2905118777,0.9510864457162171,2921376820
195,Namunukula,7.125917587641154,11425573259,3.187707290335561,5599326514
196,Kalubululanda,1.4087123109756527,5124245209,1.5912158691639158,5124245210
197,Millattawa,1.1183690445540948,4265986683,11.49488952356164,5578246161
198,Balagolla,9.874703654766604,5400935336,3.831309820689499,2902110870
199,Baduluoya East,10.192450564831722,3778409802,3.2715888950769907,2902110870
200,Mahatenna1,10.911851685480059,5400935336,1.4541870016643754,3769290713
201,Bibiligamuwa,1.9155689483299247,5124245209,1.6720959018589614,5124245210
202,Nawela West,3.871449418250089,11425573259,3.1089452355491587,13457718001
203,Nawela East,5.444289720271052,11425573259,4.69857298669261,13457718001
204,Halpe,2.1920561447830993,11966368769,1.55901139115818,5573272529
205,Navulla,2.623109871715165,11425573259,2.2019541586337774,5573272529
206,Hewanakumbura,2.4160056317522143,9793173329,3.230681931053573,4799068715
207,Katugaha,4.3721290943434745,1819855346,1.2758935100559734,1819855544
208,Divithotawela,0.10799434837671622,2905118777,0.5861681604814669,2921334809
209,Dikpitiya,4.78759117825554,3778409802,5.035237690817846,3778409357
210,Egodawela,2.389707676532191,3778409802,2.1215266166087114,3778409357
211,Moragolla,3.348432025614957,3778409802,3.5929801122328895,3778409357
212,Budugekanda,2.5999967131916333,3778409802,2.871548095843171,3778409357
213,Pathanegedara,1.8021644343157746,3778409802,1.618571019858574,3778409357
214,Idamepanguwa,4.100190452730371,3778409802,4.372729291735548,3778409357
215,Pallekanda,2.414687712894191,3778409802,2.674547985849848,3778409357
216,Angoda,5.139834229093188,3298298275,1.294520767493046,6528026976
217,Kosgolla,4.256719456649797,3298298275,1.6364263105872359,6528026976
218,Kohovila,2.4525589166611175,13084426806,1.5773617748934279,3301935959
219,Millabedda,2.2555054871914266,5661757672,5.876144776919834,1945644574
220,Maduwatta,1.837074083069532,5661757672,7.436986220490944,1945644574
221,Hopton,0.8905454588216642,5661757672,7.384471310295918,1945644574
222,Medagama,4.7664127415902975,3298298268,2.7793197010529824,2078581451
223,Janathapura South,1.2776522462710054,4921735461,11.09847646812104,6528039309
224,Peessagama,2.491972794981615,5661757672,9.61852842563549,1945644574
225,Pallekiruwa,4.235917191680669,4921735461,10.439994096035434,4561223836
226,Mahadowa,4.2988993506080035,4921735461,7.963412044080741,6528039309
227,Yapamma,2.4867136108883514,5661757672,8.863801629064614,1945644574
228,Sumudugama,1.7497296849308064,4921735461,10.042961221886516,6528039309
229,Sooriyagoda,1.5966598360705682,4921735461,12.285361554591582,1945644574
230,Attanagolla,0.43361563601474,4921735461,12.047744218744942,6528039309
231,Janathapura,2.2698082929888397,4921735461,9.7527875923055,6528039309
232,Madulsima,5.862416998640459,4921735461,5.915895494112862,6528039309
233,Gallulla,6.194922522236412,4921735461,6.327173851817442,6528039309
234,Batawatta,4.757131521130166,4921735461,8.00315779219947,6528039309
235,Galwelagama,8.322729924404662,4921735461,5.825520023158613,6528039309
236,Galauda,8.096757799842285,3778409802,7.193063040787289,5398371669
237,Thetilla,8.836281202651495,3778409802,8.959283926068961,5398371669
238,Beramada,7.129221303818879,3778409802,7.387279949568069,3778409357
239,Wasanagama,9.766478835927737,3778409802,10.037461576938549,3778409357
240,Godunna,8.646126210606358,3778409802,8.918682099664148,3778409357
241,Bopitiya,6.414523260399545,3778409802,6.6877272075049845,3778409357
242,Hapathgamuwa,7.512233594758657,3778409802,7.785908062062055,3778409357
243,Dikkumbura,9.986884795227752,3778409802,9.388454415124494,2902110870
244,Kivulegedara,12.451157431647685,3778409802,6.552236501398921,3769286186
245,Mudagamuwa,9.659506693078322,3778409802,7.425110282921539,2902110870
246,Pallewela1,10.498495557328768,3778409802,6.861045248807574,2902110870
247,Wewathanna1,8.480161184061899,3778409802,4.1245403338786275,2902110870
248,Dambagolla,9.177516089283003,8637057563,1.3583172323920731,5385075816
249,Mahiyanganaya Town,1.2486094683756086,1974694453,1.9524100720541577,2235191852
250,Wewgampaha,3.121900557207958,1974694453,1.22639534463927,1974700307
251,Sorabora,3.9451316469534876,1974694453,0.9289979484617505,1974700307
252,Meegahahena,6.885273303705775,4265986683,6.157655386287862,1974700307
253,Haddattawa,8.186472642903457,1974694453,4.985117747203332,1974700307
254,Viranegama,3.8232723965473263,4265986683,13.371753511547086,1974700307
255,Bathalayaya,5.307587411332036,4265986683,8.324457102610143,1974700307
256,Aluttarama,4.187107091962489,4265986683,10.464820031535265,1974700307
257,Pahala Rathkinda,4.2800692964486435,4265986683,10.882184374732399,6594587260
258,Hobariyawa,2.67261926975827,4265986683,12.28948820858532,5578246161
259,Diyakombala,6.192340809717246,9916792559,13.701426608622935,2902114409
260,Yalagamuwa,9.571123201433585,10618470666,9.52642978579763,10618470687
261,Hevandana,10.321932793950461,5400935336,1.401524109135119,3769286186
262,Alagolla,1.7589361916531554,10618470666,1.6757356507482413,10618470687
263,Gawela,2.27500241803337,1819855346,1.9042141393507974,1819855798
264,Maligathenna2,4.431668936954159,10110608400,3.8872497249636373,5632183375
265,Landewela,5.422433598964739,13084509423,3.8742538523720054,5398371669
266,Medipokuna,5.6870698202261245,10618470666,5.692295203379835,10618470687
267,Panakanniya,5.968754510023222,1819855346,5.030622857835883,5398371669
268,Hathkinda,6.1859440023100865,10618470666,6.161118069831892,10618470687
269,Kindigoda,5.963951522005448,10618470666,5.919663029639377,10618470687
270,Dimbulana,5.179867239854783,10618470666,5.147034023492958,10618470687
