area_name,gn_number,total,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_plus,district,gn_name_pop,name_norm,Name,gn_name_boundary,pop_name_count,bnd_name_count,match_status,final_boundary_name,children,working,elderly,p_children,p_working,p_elderly_60plus,dependency_ratio,preschool,primary,junior_secondary,senior_secondary_plus,total_school_age,working_age_15_59,p_preschool,p_primary,p_junior_sec,p_senior_plus,p_school_age,education_dependency_ratio,elderly_65plus,p_elderly,Edu_Count,Health_Count,name_key,n_polygons,dist_hospital_km,dist_school_km,dist_hospital_max,dist_school_max,cluster_kmeans,priority_education,priority_health,priority_dual
Arawatta,02L,1638,153,168,145,158,121,131,154,132,133,104,81,64,40,24,11,11,2,4,0,2,Badulla,Arawatta,arawatta,Arawatta,Arawatta,1,1.0,AUTO_MATCH_OK,,466,1078,94,28.449328449328448,65.8119658119658,5.738705738705739,51.94805194805194,153,168,145,158,624,1078,9.340659340659341,10.256410256410255,8.852258852258853,9.645909645909647,38.095238095238095,57.88497217068645,54,3.296703296703297,0.0,0.0,arawatta,1.0,5.395079126323973,2.1409022087869665,5.395079126323973,2.1409022087869665,1,False,False,False
Uva Gemunupura,02A,1695,178,201,162,127,88,112,146,145,129,115,84,58,50,34,38,20,4,2,1,1,Badulla,Uva Gemunupura,uva gemunupura,,,1,,UNMATCHED,uva gemunupura,541,1004,150,31.917404129793507,59.2330383480826,8.849557522123893,68.82470119521913,178,201,162,127,668,1004,10.501474926253687,11.858407079646017,9.557522123893806,7.492625368731563,39.41002949852507,66.53386454183267,100,5.899705014749262,0.0,0.0,gemunupura,2.0,7.066850131523099,12.119205800004599,7.097909822202878,19.835818038968988,0,True,False,True
Senevigama,02J,1901,178,196,145,149,114,120,174,170,139,117,92,50,64,74,56,47,13,3,0,0,Badulla,Senevigama,senevigama,Senevigama,Senevigama,1,1.0,AUTO_MATCH_OK,,519,1125,257,27.301420305102575,59.17937927406628,13.519200420831142,68.97777777777779,178,196,145,149,668,1125,9.363492898474487,10.310362966859547,7.627564439768543,7.837980010520779,35.139400315623355,59.37777777777777,193,10.15255128879537,0.0,0.0,senevigama,1.0,7.877773948075488,4.586351052346796,7.877773948075488,4.586351052346796,0,False,True,True
Uva Thissapura,06A,2249,232,218,159,192,149,171,207,200,167,127,101,63,90,75,43,34,13,4,1,3,Badulla,Uva Thissapura,uva thissapura,Uva Thissapura,Uva Thissapura,1,1.0,AUTO_MATCH_OK,,609,1377,263,27.078701645175634,61.22721209426412,11.69408626056025,63.32607116920842,232,218,159,192,801,1377,10.315695864828813,9.69319697643397,7.06980880391285,8.537127612272121,35.61582925744776,58.16993464052288,173,7.6923076923076925,0.0,0.0,uvathissapura,1.0,8.723225037618674,7.7357906172469875,8.723225037618674,7.7357906172469875,0,False,False,False
Gamakumbura North,06E,1125,114,118,100,103,67,83,81,97,93,77,48,30,49,34,18,11,1,1,0,0,Badulla,Gamakumbura North,gamakumbura north,Gamakumbura North,Gamakumbura North,1,1.0,AUTO_MATCH_OK,,332,679,114,29.51111111111111,60.355555555555554,10.133333333333333,65.68483063328424,114,118,100,103,435,679,10.133333333333333,10.488888888888889,8.88888888888889,9.155555555555555,38.666666666666664,64.06480117820324,65,5.777777777777778,0.0,0.0,gamakumburanorth,1.0,6.760967525432545,7.572124090973638,6.760967525432545,7.572124090973638,0,False,False,False
Kuralewela,06C,553,54,58,36,45,47,61,44,40,44,32,32,19,8,12,12,3,4,1,1,0,Badulla,Kuralewela,kuralewela,Kuralewela,Kuralewela,1,1.0,AUTO_MATCH_OK,,148,364,41,26.763110307414106,65.82278481012658,7.414104882459313,51.92307692307693,54,58,36,45,193,364,9.764918625678119,10.488245931283906,6.50994575045208,8.1374321880651,34.9005424954792,53.02197802197802,33,5.967450271247739,0.0,0.0,kuralewela,1.0,5.936584758275223,10.268030482138544,5.936584758275223,10.268030482138544,1,False,False,False
Nagadeepa,06B,819,77,74,55,71,60,78,69,61,56,56,56,34,24,20,17,7,2,2,0,0,Badulla,Nagadeepa,nagadeepa,Nagadeepa,Nagadeepa,1,1.0,AUTO_MATCH_OK,,206,541,72,25.152625152625152,66.05616605616605,8.791208791208792,51.386321626617374,77,74,55,71,277,541,9.401709401709402,9.035409035409035,6.715506715506716,8.669108669108669,33.82173382173382,51.20147874306839,48,5.86080586080586,0.0,0.0,nagadeepa,1.0,2.988685460079894,10.835565806518176,2.988685460079894,10.835565806518176,1,False,False,False
Mahalunuka,10,1322,133,115,110,125,105,130,121,75,94,80,68,54,41,30,22,13,1,3,1,1,Badulla,Mahalunuka,mahalunuka,Mahalunuka,Mahalunuka,1,1.0,AUTO_MATCH_OK,,358,852,112,27.08018154311649,64.44780635400907,8.472012102874432,55.16431924882629,133,115,110,125,483,852,10.06051437216339,8.69894099848714,8.32072617246596,9.4553706505295,36.53555219364599,56.690140845070424,71,5.3706505295007565,0.0,0.0,mahalunuka,1.0,6.004980771669235,15.012683848016012,6.004980771669235,15.012683848016012,1,True,False,True
Pethiyagoda,11A,1487,141,132,125,118,105,136,129,97,94,114,98,72,44,28,27,14,8,1,2,2,Badulla,Pethiyagoda,pethiyagoda,Pethiyagoda,Pethiyagoda,1,1.0,AUTO_MATCH_OK,,398,963,126,26.76529926025555,64.76126429051781,8.47343644922663,54.413291796469366,141,132,125,118,516,963,9.482178883658372,8.876933422999327,8.406186953597848,7.935440484196368,34.700739744451916,53.58255451713395,82,5.514458641560188,0.0,0.0,pethiyagoda,1.0,6.376925898535004,15.443607806494834,6.376925898535004,15.443607806494834,1,False,False,False
Rideemaliyadda South,11B,1793,162,174,148,130,118,152,161,138,116,118,105,74,66,47,36,22,19,2,5,0,Badulla,Rideemaliyadda South,rideemaliyadda south,Rideemaliyadda South,Rideemaliyadda South,1,1.0,AUTO_MATCH_OK,,484,1112,197,26.993865030674847,62.01896263245956,10.987172336865589,61.2410071942446,162,174,148,130,614,1112,9.035136642498607,9.704406023424427,8.254322364751813,7.2504182933630785,34.24428332403793,55.2158273381295,131,7.306190741773563,0.0,0.0,rideemaliyaddasouth,1.0,4.104367537493689,12.427857577045735,4.104367537493689,12.427857577045735,0,False,False,False
Rideemaliyadda North,11,1235,101,120,104,98,94,76,102,100,95,80,76,56,43,38,23,17,3,8,1,0,Badulla,Rideemaliyadda North,rideemaliyadda north,Rideemaliyadda North,Rideemaliyadda North,1,1.0,AUTO_MATCH_OK,,325,777,133,26.31578947368421,62.91497975708502,10.76923076923077,58.94465894465895,101,120,104,98,423,777,8.178137651821862,9.7165991902834,8.421052631578947,7.935222672064778,34.25101214574899,54.440154440154444,90,7.28744939271255,0.0,0.0,rideemaliyaddanorth,1.0,2.2210806243032586,10.17341886098536,2.2210806243032586,10.17341886098536,1,False,False,False
Uraniya,11C,608,64,56,55,40,46,49,43,42,48,46,37,23,20,10,12,11,2,2,0,2,Badulla,Uraniya,uraniya,Uraniya,Uraniya,1,1.0,AUTO_MATCH_OK,,175,374,59,28.782894736842106,61.51315789473685,9.703947368421053,62.56684491978609,64,56,55,40,215,374,10.526315789473683,9.210526315789473,9.046052631578947,6.578947368421052,35.36184210526316,57.48663101604278,39,6.4144736842105265,0.0,0.0,uraniya,1.0,0.2460774234071872,9.300855463055544,0.2460774234071872,9.300855463055544,0,False,False,False
Kotathalawa,5,558,46,38,45,69,49,51,44,34,34,44,35,21,15,11,11,6,4,1,0,0,Badulla,Kotathalawa,kotathalawa,Kotathalawa,Kotathalawa,1,1.0,AUTO_MATCH_OK,,129,381,48,23.118279569892472,68.27956989247312,8.60215053763441,46.45669291338583,46,38,45,69,198,381,8.24372759856631,6.810035842293908,8.064516129032258,12.365591397849462,35.483870967741936,51.96850393700787,33,5.913978494623656,0.0,0.0,kotathalawa,1.0,1.9376669678695284,8.626977277241686,1.9376669678695284,8.626977277241686,1,False,False,False
Andaulpatha,05A,1765,174,164,150,153,125,149,153,128,138,95,96,62,58,30,33,29,17,4,3,4,Badulla,Andaulpatha,andaulpatha,Andaulpatha,Andaulpatha,1,1.0,AUTO_MATCH_OK,,488,1099,178,27.648725212464587,62.26628895184136,10.08498583569405,60.60054595086443,174,164,150,153,641,1099,9.858356940509914,9.291784702549576,8.498583569405099,8.6685552407932,36.31728045325779,58.32575068243858,120,6.79886685552408,0.0,0.0,andaulpatha,1.0,3.961907910148756,7.231035251942791,3.961907910148756,7.231035251942791,1,False,False,False
Gamakumbura South,06F,628,52,73,56,61,43,42,60,56,46,39,26,12,17,19,10,9,5,2,0,0,Badulla,Gamakumbura South,gamakumbura south,Gamakumbura South,Gamakumbura South,1,1.0,AUTO_MATCH_OK,,181,385,62,28.82165605095541,61.30573248407644,9.872611464968154,63.116883116883116,52,73,56,61,242,385,8.280254777070063,11.624203821656051,8.9171974522293,9.713375796178344,38.53503184713376,62.857142857142854,45,7.165605095541401,0.0,0.0,gamakumburasouth,1.0,4.885832059007945,8.000726389061985,4.885832059007945,8.000726389061985,0,False,False,False
Abhayapura,02H,1538,151,163,153,117,102,71,99,148,140,100,66,41,38,55,50,28,12,2,0,2,Badulla,Abhayapura,abhayapura,Abhayapura,Abhayapura,1,1.0,AUTO_MATCH_OK,,467,884,187,30.36410923276983,57.47724317295189,12.158647594278284,73.98190045248869,151,163,153,117,584,884,9.817945383615085,10.598179453836151,9.947984395318596,7.607282184655396,37.971391417425224,66.06334841628959,149,9.687906371911573,0.0,0.0,abhayapura,1.0,7.85508601101512,4.372155456171512,7.85508601101512,4.372155456171512,0,False,True,True
Dikkendayaya,06D,1076,100,95,99,88,69,86,78,98,75,77,37,32,49,42,36,10,3,2,0,0,Badulla,Dikkendayaya,dikkendayaya,Dikkendayaya,Dikkendayaya,1,1.0,AUTO_MATCH_OK,,294,640,142,27.323420074349443,59.479553903345725,13.197026022304833,68.125,100,95,99,88,382,640,9.293680297397769,8.828996282527882,9.200743494423792,8.178438661710038,35.501858736059475,59.68750000000001,93,8.643122676579926,0.0,0.0,dikkendayaya,1.0,7.852766508892362,4.576281304881258,7.852766508892362,4.576281304881258,0,False,True,True
Pahalaoyagama,05B,1010,97,89,116,95,67,82,81,61,68,65,45,44,35,26,16,20,1,2,0,0,Badulla,Pahalaoyagama,pahalaoyagama,Pahalaoyagama,Pahalaoyagama,1,1.0,AUTO_MATCH_OK,,302,608,100,29.9009900990099,60.198019801980195,9.900990099009901,66.11842105263158,97,89,116,95,397,608,9.603960396039604,8.81188118811881,11.485148514851486,9.405940594059405,39.30693069306931,65.29605263157895,65,6.435643564356436,0.0,0.0,pahalaoyagama,1.0,6.085520078223775,5.306602484367647,6.085520078223775,5.306602484367647,0,False,False,False
Bubula,13B,974,83,100,87,73,66,70,86,76,72,69,64,45,29,20,12,12,6,4,0,0,Badulla,Bubula,bubula,Bubula,Bubula,1,1.0,AUTO_MATCH_OK,,270,621,83,27.720739219712527,63.75770020533881,8.521560574948666,56.84380032206119,83,100,87,73,343,621,8.521560574948666,10.266940451745379,8.932238193018481,7.494866529774128,35.21560574948665,55.23349436392915,54,5.544147843942506,0.0,0.0,bubula,1.0,4.496450973269748,5.28654348498788,4.496450973269748,5.28654348498788,0,False,False,False
Ritigahaarawa,12,477,47,32,32,34,29,48,39,38,26,29,28,32,28,14,10,3,2,5,1,0,Badulla,Ritigahaarawa,ritigahaarawa,Ritigahaarawa,Ritigahaarawa,1,1.0,AUTO_MATCH_OK,,111,303,63,23.270440251572328,63.52201257861635,13.20754716981132,57.42574257425742,47,32,32,34,145,303,9.853249475890985,6.708595387840671,6.708595387840671,7.127882599580712,30.398322851153043,47.85478547854785,35,7.337526205450734,0.0,0.0,ritigahaarawa,1.0,2.397827226834647,7.9098204392364675,2.397827226834647,7.9098204392364675,1,False,False,False
Kandegama,12A,783,70,81,65,79,50,55,52,54,44,55,38,39,34,23,16,13,10,3,2,0,Badulla,Kandegama,kandegama,Kandegama,Kandegama,1,1.0,AUTO_MATCH_OK,,216,466,101,27.586206896551722,59.514687100893994,12.899106002554278,68.02575107296137,70,81,65,79,295,466,8.939974457215836,10.344827586206897,8.301404853128991,10.089399744572159,37.675606641123885,63.30472103004292,67,8.55683269476373,0.0,0.0,kandegama,1.0,5.337350097769605,9.338816516983158,5.337350097769605,9.338816516983158,0,True,False,True
Mahagama,13,868,82,72,71,71,60,74,64,69,57,58,50,36,37,29,20,13,4,1,0,0,Badulla,Mahagama,mahagama,Mahagama,Mahagama,1,1.0,AUTO_MATCH_OK,,225,539,104,25.921658986175117,62.096774193548384,11.981566820276496,61.038961038961034,82,72,71,71,296,539,9.44700460829493,8.294930875576037,8.179723502304148,8.179723502304148,34.10138248847927,54.916512059369204,67,7.71889400921659,0.0,0.0,mahagama,2.0,25.368497355262992,21.212277677541934,46.21153804561455,35.167945696478334,1,False,False,False
Kuruvithenna,13A,1482,152,134,132,124,132,133,118,101,98,100,66,52,51,35,25,14,7,5,1,2,Badulla,Kuruvithenna,kuruvithenna,Kuruvithenna,Kuruvithenna,1,1.0,AUTO_MATCH_OK,,418,924,140,28.205128205128204,62.34817813765182,9.446693657219974,60.3896103896104,152,134,132,124,542,924,10.256410256410255,9.041835357624832,8.906882591093117,8.367071524966262,36.57219973009447,58.658008658008654,89,6.005398110661268,0.0,0.0,kuruvithenna,1.0,6.578409831003964,3.081559557770022,6.578409831003964,3.081559557770022,0,False,False,False
Deekirigolla,14A,670,65,54,49,52,55,55,56,49,43,44,41,38,28,23,7,3,7,1,0,0,Badulla,Deekirigolla,deekirigolla,Deekirigolla,Deekirigolla,1,1.0,AUTO_MATCH_OK,,168,433,69,25.07462686567164,64.62686567164178,10.298507462686567,54.734411085450354,65,54,49,52,220,433,9.701492537313433,8.059701492537313,7.313432835820896,7.761194029850746,32.83582089552239,50.80831408775982,41,6.119402985074627,0.0,0.0,deekirigolla,1.0,6.7834544469661004,4.338654645705073,6.7834544469661004,4.338654645705073,1,False,False,False
Pinnagolla,14,950,77,78,108,83,76,61,79,76,79,51,64,40,31,18,16,5,4,2,1,1,Badulla,Pinnagolla,pinnagolla,Pinnagolla,Pinnagolla,1,1.0,AUTO_MATCH_OK,,263,609,78,27.684210526315788,64.10526315789473,8.210526315789474,55.993431855500816,77,78,108,83,346,609,8.105263157894736,8.210526315789474,11.368421052631579,8.736842105263158,36.421052631578945,56.81444991789819,47,4.947368421052632,0.0,0.0,pinnagolla,1.0,6.9764609936336095,6.275704990268648,6.9764609936336095,6.275704990268648,1,False,False,False
Arawa,15,773,62,78,65,64,71,61,67,63,42,46,38,41,29,16,18,11,0,1,0,0,Badulla,Arawa,arawa,Arawa,Arawa,1,1.0,AUTO_MATCH_OK,,205,493,75,26.52005174644243,63.77749029754204,9.702457956015524,56.79513184584179,62,78,65,64,269,493,8.020698576972833,10.090556274256144,8.408796895213454,8.279430789133247,34.79948253557568,54.563894523326574,46,5.950840879689522,0.0,0.0,arawa,1.0,8.690146377297218,5.024864136060338,8.690146377297218,5.024864136060338,1,False,False,False
Dikyaya,15A,682,64,63,70,61,64,44,48,32,33,41,52,36,24,21,22,6,1,0,0,0,Badulla,Dikyaya,dikyaya,Dikyaya,Dikyaya,1,1.0,AUTO_MATCH_OK,,197,411,74,28.885630498533725,60.26392961876833,10.850439882697946,65.93673965936739,64,63,70,61,258,411,9.3841642228739,9.237536656891496,10.263929618768328,8.944281524926687,37.82991202346041,62.77372262773723,50,7.331378299120235,1.0,1.0,dikyaya,2.0,5.173939036564955,4.221688738146069,7.684673636553007,6.997703416284153,0,False,False,False
Diyakombala,11D,1293,138,127,115,88,89,114,113,96,79,78,74,71,50,22,18,7,8,4,0,2,Badulla,Diyakombala,diyakombala,Diyakombala,Diyakombala,1,1.0,AUTO_MATCH_OK,,380,802,111,29.389017788089717,62.02629543696829,8.584686774941995,61.22194513715711,138,127,115,88,468,802,10.672853828306264,9.822119102861562,8.894044856921887,6.805877803557618,36.19489559164733,58.35411471321695,61,4.7177107501933495,0.0,0.0,diyakombala,1.0,6.192340809717246,13.701426608622937,6.192340809717246,13.701426608622937,0,False,False,False
Karametiya,22D,1514,138,146,123,135,117,122,115,129,94,107,89,72,48,27,22,11,10,6,0,3,Badulla,Karametiya,karametiya,Karametiya,Karametiya,1,1.0,AUTO_MATCH_OK,,407,980,127,26.882430647291944,64.72919418758256,8.388375165125495,54.48979591836734,138,146,123,135,542,980,9.114927344782034,9.64332892998679,8.124174372523116,8.91677675033025,35.79920739762219,55.306122448979586,79,5.217965653896962,0.0,0.0,karametiya,1.0,9.153880654439533,1.8588848807855969,9.153880654439533,1.8588848807855969,1,False,False,False
Balagolla,22A,1234,131,127,85,102,102,130,116,97,57,53,78,47,29,35,18,13,5,4,1,4,Badulla,Balagolla,balagolla,Balagolla,Balagolla,1,1.0,AUTO_MATCH_OK,,343,782,109,27.79578606158833,63.37115072933549,8.833063209076176,57.8005115089514,131,127,85,102,445,782,10.615883306320907,10.291734197730957,6.888168557536467,8.26580226904376,36.06158833063209,56.905370843989765,80,6.482982171799027,0.0,0.0,balagolla,1.0,9.874703654766604,3.831309820689499,9.874703654766604,3.831309820689499,0,False,False,False
Aggalaulpatha,22C,1394,129,138,134,113,124,96,114,95,97,81,87,53,53,41,15,11,7,3,1,2,Badulla,Aggalaulpatha,aggalaulpatha,Aggalaulpatha,Aggalaulpatha,1,1.0,AUTO_MATCH_OK,,401,860,133,28.766140602582496,61.69296987087518,9.540889526542324,62.093023255813954,129,138,134,113,514,860,9.253945480631277,9.899569583931134,9.612625538020087,8.106169296987087,36.872309899569586,59.76744186046512,80,5.738880918220947,0.0,0.0,aggalaulpatha,1.0,8.918998514778693,1.7342878937994342,8.918998514778693,1.7342878937994342,0,False,False,False
Karandagahamada,22B,1206,121,112,99,113,109,103,103,96,87,77,60,37,30,23,15,10,8,0,1,2,Badulla,Karandagahamada,karandagahamada,Karandagahamada,Karandagahamada,1,1.0,AUTO_MATCH_OK,,332,785,89,27.52902155887231,65.09121061359868,7.3797678275290215,53.63057324840764,121,112,99,113,445,785,10.033167495854062,9.286898839137644,8.208955223880597,9.369817578772803,36.898839137645105,56.68789808917197,59,4.892205638474295,0.0,0.0,karandagahamada,1.0,9.396597636178766,3.493961792101817,9.396597636178766,3.493961792101817,1,False,False,False
Polgaha Arawa,22E,729,61,76,72,46,48,74,64,49,48,52,40,27,23,21,12,12,3,0,0,1,Badulla,Polgaha Arawa,polgaha arawa,Polgaha Arawa,Polgaha Arawa,1,1.0,AUTO_MATCH_OK,,209,448,72,28.669410150891633,61.45404663923183,9.876543209876543,62.72321428571429,61,76,72,46,255,448,8.367626886145404,10.425240054869684,9.876543209876543,6.310013717421124,34.97942386831276,56.91964285714286,49,6.721536351165981,0.0,0.0,polgahaarawa,1.0,9.990950818945254,4.490650650171196,9.990950818945254,4.490650650171196,0,False,False,False
Polwatta,16D,364,30,30,25,27,22,22,24,14,25,36,29,21,15,19,13,5,6,0,0,1,Badulla,Polwatta,polwatta,Polwatta,Polwatta,1,1.0,AUTO_MATCH_OK,,85,220,59,23.35164835164835,60.43956043956044,16.208791208791208,65.45454545454545,30,30,25,27,112,220,8.241758241758241,8.241758241758241,6.868131868131869,7.417582417582418,30.76923076923077,50.90909090909091,44,12.087912087912088,0.0,0.0,polwatta,1.0,9.867163203243932,5.195740539692944,9.867163203243932,5.195740539692944,1,False,True,True
Watagommana,16E,368,37,39,26,12,20,32,27,30,21,23,29,24,19,12,5,7,3,1,1,0,Badulla,Watagommana,watagommana,Watagommana,Watagommana,1,1.0,AUTO_MATCH_OK,,102,218,48,27.717391304347828,59.2391304347826,13.043478260869565,68.80733944954129,37,39,26,12,114,218,10.054347826086957,10.597826086956522,7.065217391304348,3.260869565217391,30.978260869565215,52.293577981651374,29,7.880434782608696,0.0,0.0,watagommana,1.0,10.820508002138158,6.747094064740431,10.820508002138158,6.747094064740431,0,False,False,False
Roberiya,18F,2046,263,235,204,92,116,153,137,107,123,129,135,113,99,67,35,20,11,6,1,0,Badulla,Roberiya,roberiya,Roberiya,Roberiya,1,1.0,AUTO_MATCH_OK,,702,1105,239,34.31085043988269,54.00782013685239,11.681329423264906,85.15837104072398,263,235,204,92,794,1105,12.854349951124144,11.485826001955033,9.970674486803519,4.496578690127078,38.80742913000977,71.8552036199095,140,6.8426197458455515,0.0,0.0,roberiya,1.0,10.433336085120986,7.953627822375758,10.433336085120986,7.953627822375758,0,False,False,False
Pitamaruwa,16A,906,92,81,57,60,79,87,77,40,60,55,67,51,45,20,16,11,5,2,0,1,Badulla,Pitamaruwa,pitamaruwa,Pitamaruwa,Pitamaruwa,1,1.0,AUTO_MATCH_OK,,230,576,100,25.386313465783665,63.576158940397356,11.037527593818984,57.291666666666664,92,81,57,60,290,576,10.154525386313466,8.940397350993377,6.291390728476822,6.622516556291391,32.00883002207506,50.34722222222222,55,6.070640176600441,0.0,0.0,pitamaruwa,1.0,10.347581644078184,7.395164754880727,10.347581644078184,7.395164754880727,1,False,False,False
Wewathenna,16B,453,41,40,59,43,35,23,23,34,30,30,21,18,31,15,4,5,0,0,1,0,Badulla,Wewathenna,wewathenna,Wewathenna,Wewathenna,3,1.0,AMBIGUOUS_DUPLICATE_NAME,wewathenna,140,257,56,30.90507726269316,56.73289183222958,12.362030905077264,76.26459143968872,41,40,59,43,183,257,9.050772626931568,8.830022075055188,13.024282560706402,9.492273730684326,40.397350993377486,71.20622568093385,25,5.518763796909492,0.0,0.0,wewathenna,1.0,5.086506640408937,0.8095417445011336,5.086506640408937,0.8095417445011336,0,False,False,False
